"","municipio","cod_municipio","uf","area_km2","desmatado","incremento","floresta","nuvem","nao_observado","nao_floresta","hidrografia","soma","ano"
"12914","Acrelândia",1200013,"AC",1880,1227.3,20.4,652.7,0,0,0,0,100,2019
"12915","Acorizal",5100102,"MT",841,0,0,0.2,0,0,840.8,0,100,2019
"12916","Acará",1500206,"PA",4361,2421.3,18.3,1819.4,6.5,0,43.3,70.5,100,2019
"12917","Açailândia",2100055,"MA",5846,5349.6,10.3,471.6,24.8,0,0,0,100,2019
"12918","Abreulândia",1700251,"TO",1900,9.9,0,45.8,0,0,1844.3,0,100,2019
"12919","Abel Figueiredo",1500131,"PA",616,571.9,4.2,42.6,1.5,0,0,0,100,2019
"12920","Abaetetuba",1500107,"PA",1617,697.2,0.3,422.4,70.2,0,13.6,413.6,100,2019
"12921","Zé Doca",2114007,"MA",2438,2022.6,1,413.4,2,0,0,0,99,2020
"12922","Xinguara",1508407,"PA",3793,3382.5,1.5,392.9,0,0,0,17.6,100,2020
"12923","Xapuri",1200708,"AC",5511,1535.5,37.4,3975.4,0.1,0,0,0,100,2020
"12924","Xambioá",1722107,"TO",1191,1000.9,1.1,149,0,0,11,30.1,100,2020
"12925","Wanderlândia",1722081,"TO",1382,319.6,0.9,141.6,0,0,920.8,0,100,2020
"12926","Vitorino Freire",2113009,"MA",1209,1166.3,0,0,0,0,43.3,0,100,2020
"12927","Vitória do Xingu",1508357,"PA",3136,2011.2,7.8,975.2,0.1,0,0.1,149.4,99,2020
"12928","Vitória do Mearim",2112902,"MA",736,244.3,1.4,16.8,0.1,0,464.9,9.9,100,2020
"12929","Vitória do Jari",1600808,"AP",2481,211.1,1,1285.6,474.9,0,379.8,129.6,100,2020
"12930","Viseu",1508308,"PA",4971,3503.5,10.1,1323.7,11.1,0,45.4,87.3,100,2020
"12931","Vilhena",1100304,"RO",11584,1869.5,19.2,8027.2,0,0,1685.8,1.5,100,2020
"12932","Vila Rica",5108600,"MT",7443,4664,4.7,2582.3,0,0,186.8,9.9,99,2020
"12933","Vila Nova dos Martírios",2112852,"MA",1196,974.8,0.5,80.1,0.1,0,131.8,9.2,100,2020
"12934","Vila Bela da Santíssima Trindade",5105507,"MT",13521,4688.7,11.3,2168.9,0,0,6590.5,72.9,100,2020
"12935","Vigia",1508209,"PA",536,220,0.6,138.2,0,0,16.4,161.4,99,2020
"12936","Viana",2112803,"MA",1176,506.9,0.1,91.6,0.1,0,382.3,195.1,100,2020
"12937","Vera",5108501,"MT",2952,1966.9,1.9,967.2,0,0,17.8,0.1,99,2020
"12938","Várzea Grande",5108402,"MT",939,0,0,1.3,0,0,937.7,0,100,2020
"12939","Vale do Paraíso",1101807,"RO",974,888.2,2.1,81.6,0,0,3.5,0.7,99,2020
"12940","Vale do Anari",1101757,"RO",3166,1304.6,7.2,1831.1,0,0,11.3,19,100,2020
"12941","Vale de São Domingos",5108352,"MT",1913,607,0.6,494.9,0,0,811.1,0,100,2020
"12942","Urupá",1101708,"RO",841,696.4,1.1,46.9,0,0,97.7,0,100,2020
"12943","Urucurituba",1304401,"AM",2915,97.7,0.1,127.3,0,0,1689.6,1000.4,100,2020
"12944","Urucará",1304302,"AM",28012,347.7,0.5,25662.1,932.8,0,423,646.4,100,2020
"12945","Uruará",1508159,"PA",10794,3776.1,133.5,7013.5,4.2,0,0,0.2,100,2020
"12946","União do Sul",5108303,"MT",4583,1419.2,133.7,3141.1,0,0,22.7,0,100,2020
"12947","Ulianópolis",1508126,"PA",5122,3622.2,57.5,1495.7,4.1,0,0,0,100,2020
"12948","Uiramutã",1400704,"RR",8117,51.4,1,1827.2,346.2,0,5884.1,8.1,99,2020
"12949","Uarini",1304260,"AM",10448,276.1,3.5,9639.7,0,0,100.4,431.8,99,2020
"12950","Turilândia",2112456,"MA",1529,1215.6,11.7,113.7,3.6,0,135.6,60.5,100,2020
"12951","Turiaçu",2112407,"MA",2603,1951.1,1.1,531.2,6,0,48,66.7,100,2020
"12952","Tupiratins",1721307,"TO",900,2.2,0,6.8,0,0,883.1,7.9,100,2020
"12953","Tupirama",1721257,"TO",715,0,0,0,0,0,709.8,5.7,100,2020
"12954","Tuntum",2112308,"MA",3619,1274.1,4.5,367.4,0,0,1933.7,43.8,99,2020
"12955","Tufilândia",2112274,"MA",274,249,0,0,0,0,25,0,100,2020
"12956","Tucuruí",1508100,"PA",2095,849.8,8.7,762.4,0,0,4.7,478.1,99,2020
"12957","Tucumã",1508084,"PA",2513,2303.5,2.6,200.9,1,0,0,7.6,99,2020
"12958","Trizidela do Vale",2112233,"MA",225,153.7,0,71.3,0,0,0,0,100,2020
"12959","Trairão",1508050,"PA",11997,1657.9,82.4,10236,0,0,1.1,102,99,2020
"12960","Tracuateua",1508035,"PA",858,469.8,0.1,176.9,1.7,0,188.8,20.8,100,2020
"12961","Torixoréu",5108204,"MT",2397,0,0,1.7,0,0,2394.2,1.1,99,2020
"12962","Tonantins",1304237,"AM",6619,95.2,1.1,6047.3,93.4,0,67.4,315.7,99,2020
"12963","Tomé-Açu",1508001,"PA",5169,3037.5,16.1,2119.3,11.7,0,0.1,0.4,100,2020
"12964","Tocantinópolis",1721208,"TO",1085,303.3,0.4,132.8,0,0,624,24.9,99,2020
"12965","Tocantínia",1721109,"TO",2619,0,0,0,0,0,2600.5,18.8,100,2020
"12966","Theobroma",1101609,"RO",2217,1781.8,4.7,434.8,0,0,0,0.4,100,2020
"12967","Tesouro",5108105,"MT",3944,0,0,4,0,0,3938.9,1.1,100,2020
"12968","Terra Santa",1507979,"PA",1900,369,2.8,708.4,45.1,0,388.1,389.4,99,2020
"12969","Terra Nova do Norte",5108055,"MT",2551,2166.2,1.4,380.2,0,0,4.6,0,100,2020
"12970","Terra Alta",1507961,"PA",209,172.7,0.2,36.3,0,0,0,0,100,2020
"12971","Teixeirópolis",1101559,"RO",464,442.9,0.4,21.1,0,0,0,0,100,2020
"12972","Tefé",1304203,"AM",24186,702.3,10.7,22438.4,151.7,0,168.9,724.7,100,2020
"12973","Tasso Fragoso",2112001,"MA",4426,0,0,27.1,0,0,4398.9,0,100,2020
"12974","Tartarugalzinho",1600709,"AP",6718,333.6,1.3,2845,124,0,3226.1,189.3,100,2020
"12975","Tarauacá",1200609,"AC",21156,1733,46.3,19408.2,0,0,1.2,13.6,100,2020
"12976","Tapurah",5108006,"MT",4491,2112.9,39.7,1687.4,0,0,680.6,10.1,99,2020
"12977","Tapauá",1304104,"AM",90962,395.4,18.6,86700.8,203.3,0,2161.1,1501.4,100,2020
"12978","Tangará da Serra",5107958,"MT",11333,2184.7,0.6,634.6,0,0,8512.8,0.9,100,2020
"12979","Talismã",1720978,"TO",2162,0,0,3.6,0,0,2158.4,0,100,2020
"12980","Taipas do Tocantins",1720937,"TO",1123,0,0,0,0,0,1123.5,0,100,2020
"12981","Tailândia",1507953,"PA",4451,2343.2,37.6,2104.9,2.9,0,0,0,100,2020
"12982","Taguatinga",1720903,"TO",2458,0,0,5.7,0,0,2452.3,0,100,2020
"12983","Tabatinga",1304062,"AM",3343,168.1,0.6,3082.7,38.9,0,1.3,52,100,2020
"12984","Tabaporã",5107941,"MT",8231,2663,7.2,3320.6,1.1,0,2240.1,6.2,100,2020
"12985","Sucupira do Norte",2111904,"MA",1087,0,0,0,0,0,1087.8,0,100,2020
"12986","Sucupira",1720853,"TO",1030,0,0,0,0,0,1030.8,0,100,2020
"12987","Soure",1507904,"PA",3528,35.3,0,226.8,32.1,0,2502.9,730.9,100,2020
"12988","Sorriso",5107925,"MT",9349,3977.7,0.3,1252.2,0,0,4119.1,0,100,2020
"12989","Sítio Novo do Tocantins",1720804,"TO",325,298.9,0.3,26.1,0,0,0,0,100,2020
"12990","Sítio Novo",2111805,"MA",3141,59.3,0,18.6,0,0,3063.1,0,100,2020
"12991","Sinop",5107909,"MT",3935,2617.5,7.7,1162.8,0,0,136.3,18.4,99,2020
"12992","Silves",1304005,"AM",3758,442.6,1.6,2582.9,5.1,0,128.7,598.7,100,2020
"12993","Silvanópolis",1720655,"TO",1268,0,0,0,0,0,1268.6,0,100,2020
"12994","Serrano do Maranhão",2111789,"MA",1221,1102,0,101.5,1.5,0,2.3,13.7,99,2020
"12995","Serra Nova Dourada",5107883,"MT",1491,359.5,2.2,168.8,0,0,962.7,0,100,2020
"12996","Serra do Navio",1600055,"AP",7762,73.4,0.1,5768.1,1911.4,0,0,9.1,100,2020
"12997","Seringueiras",1101500,"RO",3821,1389,31.8,1736.5,0.5,0,695,0,100,2020
"12998","Senador La Rocque",2111763,"MA",1247,1162.9,0.5,84.1,0,0,0,0,100,2020
"12999","Senador José Porfírio",1507805,"PA",14389,1568.2,147.7,12348.6,0,0,84.9,387.3,100,2020
"13000","Senador Guiomard",1200450,"AC",2384,1741.5,8,642.5,0,0,0,0,100,2020
"13001","Sena Madureira",1200500,"AC",24599,2163,77.5,22432.5,0.5,0,2.4,0.6,99,2020
"13002","Satubinha",2111722,"MA",447,356.2,0,0,0,0,86.7,4.4,100,2020
"13003","Sapucaia",1507755,"PA",1300,1174.5,3.8,125.5,0,0,0,0,100,2020
"13004","Sapezal",5107875,"MT",13636,194.8,2,2844.8,0,0,10595.9,0.5,100,2020
"13005","São Vicente Ferrer",2111706,"MA",393,296.1,0,0,0,0,97.8,0,100,2020
"13006","São Valério da Natividade",1720499,"TO",2532,0,0,0,0,0,2532.2,0,100,2020
"13007","São Sebastião do Uatumã",1303957,"AM",10776,226,1.3,9796.3,62.2,0,65.7,625.8,100,2020
"13008","São Sebastião do Tocantins",1720309,"TO",287,135.6,0,0,0,0,132.9,18.6,100,2020
"13009","São Sebastião da Boa Vista",1507706,"PA",1636,124.5,0.4,1217.9,2.6,0,175.1,115.9,99,2020
"13010","São Salvador do Tocantins",1720259,"TO",1429,0,0,0,0,0,1429,0,100,2020
"13011","São Roberto",2111672,"MA",229,229.7,0,0,0,0,0,0,100,2020
"13012","São Raimundo do Doca Bezerra",2111631,"MA",284,280.3,0,3.7,0,0,0,0,100,2020
"13013","São Raimundo das Mangabeiras",2111607,"MA",3555,0,0,0,0,0,3555.6,0,100,2020
"13014","São Pedro dos Crentes",2111573,"MA",987,0,0,0,0,0,988,0,100,2020
"13015","São Pedro da Cipa",5107404,"MT",343,305.9,0,6.1,0,0,31,0,100,2020
"13016","São Pedro da Água Branca",2111532,"MA",725,457.8,1,37,0,0,208,22.2,99,2020
"13017","São Paulo de Olivença",1303908,"AM",20467,191.2,3.7,19595,6.7,0,86.3,587.8,99,2020
"13018","São Miguel do Tocantins",1720200,"TO",400,344.6,0.5,38.4,0,0,4.2,12.8,100,2020
"13019","São Miguel do Guaporé",1100320,"RO",8102,2260.6,22.5,4043.2,0,0,1798.2,0,99,2020
"13020","São Miguel do Guamá",1507607,"PA",1117,891.6,0.7,178,0,0,15.2,32.2,99,2020
"13021","São Mateus do Maranhão",2111508,"MA",793,461.7,0.1,215.4,0,0,106.9,9,99,2020
"13022","São Luiz",1400605,"RR",1537,607,6.1,927.8,0.1,0,0,2.1,100,2020
"13023","São Luís Gonzaga do Maranhão",2111409,"MA",981,653.9,0.1,325.4,0,0,1.7,0,100,2020
"13024","São Luís",2111300,"MA",839,378.3,1.3,142.7,26.9,0,0,291.1,100,2020
"13025","São José dos Quatro Marcos",5107107,"MT",1284,1188.8,0.2,59.1,0,0,36.1,0,100,2020
"13026","São José dos Basílios",2111250,"MA",366,278.4,0.1,74.9,0,0,0,12.7,100,2020
"13027","São José do Xingu",5107354,"MT",7465,4349.4,1.2,2752.4,0,0,306.2,57,99,2020
"13028","São José do Rio Claro",5107305,"MT",4563,1874.9,8.5,1582.4,0,0,1103.6,2.1,100,2020
"13029","São José do Povo",5107297,"MT",443,27.4,0,0,0,0,416.1,0,100,2020
"13030","São José de Ribamar",2111201,"MA",390,102.4,0.6,108.5,6.9,0,0,172.2,100,2020
"13031","São João do Paraíso",2111052,"MA",2070,259.2,0.6,16,0,0,1794.8,0,100,2020
"13032","São João do Carú",2111029,"MA",620,414.9,0.9,205.1,0,0,0,0,100,2020
"13033","São João do Araguaia",1507508,"PA",1288,950.4,4.8,147.8,0,0,73.7,116.1,100,2020
"13034","São João de Pirabas",1507474,"PA",703,213.2,0.6,386,9.5,0,12.9,81.4,99,2020
"13035","São João da Ponta",1507466,"PA",197,111.3,0.6,72.7,0,0,1.7,11.3,100,2020
"13036","São João da Baliza",1400506,"RR",4305,572.2,8.4,3672.1,54.9,0,0.4,5.4,100,2020
"13037","São João Batista",2111003,"MA",700,148.6,0,57.4,0,0,358.8,135.2,100,2020
"13038","São Geraldo do Araguaia",1507458,"PA",3181,2506.2,1.3,331.4,0.1,0,314.1,29.2,100,2020
"13039","São Gabriel da Cachoeira",1303809,"AM",112476,1225.3,6.6,102415.3,6863.4,0,489.7,1482.3,100,2020
"13040","São Francisco do Pará",1507409,"PA",480,418.3,0.2,60.3,0,0,1.3,0.1,100,2020
"13041","São Francisco do Guaporé",1101492,"RO",11095,2600.9,18.7,5326.4,0,0,3144.7,23,100,2020
"13042","São Francisco do Brejão",2110856,"MA",751,720.4,0.7,30.6,0,0,0,0,100,2020
"13043","São Félix do Xingu",1507300,"PA",84253,19886.2,608.4,59631.6,8.2,0,3788,939,100,2020
"13044","São Félix do Tocantins",1720150,"TO",1923,0,0,0,0,0,1923.4,0,100,2020
"13045","São Félix do Araguaia",5107859,"MT",16851,4583.8,17,6025.6,0,0,6180.1,61.5,99,2020
"13046","São Félix de Balsas",2110807,"MA",2057,0,0,12.5,0,0,2044.5,0,100,2020
"13047","São Felipe D'Oeste",1101484,"RO",547,487,0,60,0,0,0,0,100,2020
"13048","São Domingos do Maranhão",2110708,"MA",1168,890,5.9,185.7,0,0,92.3,0,100,2020
"13049","São Domingos do Capim",1507201,"PA",1686,1357.8,2.1,277.1,0,0,15.2,35.9,100,2020
"13050","São Domingos do Azeitão",2110658,"MA",974,0,0,0,0,0,974.2,0,100,2020
"13051","São Domingos do Araguaia",1507151,"PA",1397,1298.6,1.5,98.4,0,0,0,0,100,2020
"13052","São Caetano de Odivelas",1507102,"PA",752,235.7,0.9,194,0,0,8.8,313.5,100,2020
"13053","São Bento do Tocantins",1720101,"TO",1112,352.5,0,74.8,0,0,684.7,0,100,2020
"13054","São Bento",2110500,"MA",465,362.9,0.1,1.8,0,0,99.8,0.5,100,2020
"13055","Santo Antônio dos Lopes",2110302,"MA",781,293.4,0.1,487.6,0,0,0,0,100,2020
"13056","Santo Antônio do Tauá",1507003,"PA",540,325.4,0.4,110.9,0,0,6.8,96.9,100,2020
"13057","Santo Antônio do Leverger",5107800,"MT",12262,1050.7,2.9,1089.2,0.9,0,10099.5,21.7,100,2020
"13058","Santo Antônio do Leste",5107792,"MT",3597,2.1,0,64.7,0,0,3530.2,0,100,2020
"13059","Santo Antônio do Içá",1303700,"AM",12737,146.5,3.1,11523,525.8,0,90.4,451.3,100,2020
"13060","Santo Afonso",5107263,"MT",1172,984.8,1.9,182.8,0,0,4.4,0,100,2020
"13061","Santarém Novo",1506906,"PA",230,149.1,0.1,70.1,0.1,0,1.9,8.8,100,2020
"13062","Santarém",1506807,"PA",22890,4916.9,47,12983.4,438.4,0,663.5,3887.8,100,2020
"13063","Santana do Araguaia",1506708,"PA",11609,7326.7,51.8,3409,0,0,808.4,64.9,100,2020
"13064","Santana",1600600,"AP",1578,76.8,0.3,475.3,41.6,0,940,44.3,100,2020
"13065","Santa Terezinha do Tocantins",1720002,"TO",271,74.7,0.7,23.3,0,0,173,0,100,2020
"13066","Santa Terezinha",5107776,"MT",6459,2681.4,18.1,2486.7,0,0,1243.7,47.2,100,2020
"13067","Santa Tereza do Tocantins",1719004,"TO",543,0,0,0,0,0,543.7,0,100,2020
"13068","Santa Rosa do Tocantins",1718907,"TO",1804,0,0,0,0,0,1804.1,0,100,2020
"13069","Santa Rosa do Purus",1200435,"AC",6350,109.8,5.3,6205.2,0,0,0.1,34.9,100,2020
"13070","Santa Rita do Trivelato",5107768,"MT",4756,677.9,0,671,0,0,3407.1,0,100,2020
"13071","Santa Rita do Tocantins",1718899,"TO",3285,24.6,0,13.2,0,0,3247,0.2,100,2020
"13072","Santa Rita",2110203,"MA",718,266.2,4.5,257.1,4.3,0,168.6,21.8,100,2020
"13073","Santa Maria do Tocantins",1718881,"TO",1419,0,0,0,0,0,1410.6,9.3,100,2020
"13074","Santa Maria do Pará",1506609,"PA",460,415.9,0.1,44.1,0,0,0,0,100,2020
"13075","Santa Maria das Barreiras",1506583,"PA",10351,6017.1,32.7,1776,0,0,2508.9,49,100,2020
"13076","Santa Luzia do Paruá",2110039,"MA",908,865.4,1,11.7,0.4,0,30.5,0,100,2020
"13077","Santa Luzia do Pará",1506559,"PA",1367,1251.2,0.6,115.8,0,0,0,0,100,2020
"13078","Santa Luzia D'Oeste",1100296,"RO",1207,982.5,0.8,224.5,0,0,0,0,100,2020
"13079","Santa Luzia",2110005,"MA",6245,5767.2,14.9,477.8,0,0,0,0,100,2020
"13080","Santa Isabel do Rio Negro",1303601,"AM",64130,224.9,1.1,59778.8,2547.2,0,950.8,628.3,100,2020
"13081","Santa Isabel do Pará",1506500,"PA",720,538.2,0.4,156.9,0,0,4.1,20.8,99,2020
"13082","Santa Inês",2109908,"MA",778,766.3,0,0,0,0,8.6,3.5,100,2020
"13083","Santa Helena",2109809,"MA",2335,1435.5,12.6,161.5,0.8,0,629.3,107.9,100,2020
"13084","Santa Filomena do Maranhão",2109759,"MA",408,57.7,0,11,0,0,339.3,0,100,2020
"13085","Santa Fé do Araguaia",1718865,"TO",1683,1273.1,0.1,350.6,0,0,0,59.3,99,2020
"13086","Santa Cruz do Xingu",5107743,"MT",5627,1441.9,11.9,2498.1,0,0,1621.6,65.4,99,2020
"13087","Santa Cruz do Arari",1506401,"PA",1078,0,0,5.7,0,0,1044.1,28.2,100,2020
"13088","Santa Carmem",5107248,"MT",3836,1607,20.8,2229,0,0,0,0,100,2020
"13089","Santa Bárbara do Pará",1506351,"PA",279,161,0.3,98.4,0,0,0,19.6,100,2020
"13090","Sandolândia",1718840,"TO",3536,6.8,0,73.5,0,0,3440.9,14.8,100,2020
"13091","Sampaio",1718808,"TO",223,76.1,0,10.9,0,0,123.4,12.6,100,2020
"13092","Sambaíba",2109700,"MA",2509,0,0,31.9,0,0,2477.1,0,100,2020
"13093","Salvaterra",1506302,"PA",1048,117.2,0.1,195.4,2.4,0,433.3,299.7,100,2020
"13094","Salto do Céu",5107750,"MT",1776,1354.1,0.1,370.1,0,0,51.7,0.1,100,2020
"13095","Salinópolis",1506203,"PA",219,34.3,0,151.6,1.7,0,10.5,20.9,99,2020
"13096","Rurópolis",1506195,"PA",7025,2260.9,98.8,4716.3,0,0,0,47.8,100,2020
"13097","Rosário Oeste",5107701,"MT",7493,66,0,23,0,0,7395,9,100,2020
"13098","Rosário",2109601,"MA",695,100.7,2,435.1,64.8,0,0,94.4,99,2020
"13099","Rorainópolis",1400472,"RR",33847,1453.7,80.4,22685.3,1494.3,0,7642.4,571.3,99,2020
"13100","Rondonópolis",5107602,"MT",4168,833,0.1,263.7,0,0,3065.7,5.6,100,2020
"13101","Rondon do Pará",1506187,"PA",8286,5668.3,36.9,2617.4,0.3,0,0,0,100,2020
"13102","Rondolândia",5107578,"MT",12743,2110.9,51.7,10555.5,0,0,52.2,24.4,100,2020
"13103","Rolim de Moura",1100288,"RO",1471,1331.6,1,139.4,0,0,0,0,100,2020
"13104","Rodrigues Alves",1200427,"AC",3246,553,17.8,2664.6,27.7,0,0.7,0,99,2020
"13105","Rio Sono",1718758,"TO",6394,0,0,1.9,0,0,6392.1,0,100,2020
"13106","Rio Preto da Eva",1303569,"AM",5838,592.2,3,5173.4,62.1,0,0,10.3,100,2020
"13107","Rio Maria",1506161,"PA",4122,3432.6,11.8,553.3,0,0,128.6,7.5,100,2020
"13108","Rio dos Bois",1718709,"TO",848,17.8,0,0.2,0,0,828.1,1.9,99,2020
"13109","Rio da Conceição",1718659,"TO",793,0,0,7.1,0,0,785.9,0,100,2020
"13110","Rio Crespo",1100262,"RO",1741,1127,6.3,590.7,0,0,23.3,0,100,2020
"13111","Rio Branco",1200401,"AC",9113,2938.9,57,6174,0,0,0,0.1,100,2020
"13112","Rio Branco",5107206,"MT",529,446.2,0,10.6,0,0,72.2,0,100,2020
"13113","Ribeirãozinho",5107198,"MT",623,0,0,4.3,0,0,618.7,0,100,2020
"13114","Ribeirão Cascalheira",5107180,"MT",11364,1678.9,2.2,1730.2,0,0,7938.9,16,100,2020
"13115","Ribamar Fiquene",2109551,"MA",755,445.8,0.8,49,0,0,244.7,15.5,99,2020
"13116","Riachinho",1718550,"TO",520,447.4,1.9,53.8,0,0,18.8,0,100,2020
"13117","Riachão",2109502,"MA",6422,0,0,0,0,0,6422.7,0,100,2020
"13118","Reserva do Cabaçal",5107156,"MT",1342,320.1,0,312,0,0,709.9,0,100,2020
"13119","Redenção",1506138,"PA",3830,2664.8,0.2,460.2,0,0,705,0,100,2020
"13120","Recursolândia",1718501,"TO",2230,42.7,0.8,86.4,0,0,2100.9,0,99,2020
"13121","Raposa",2109452,"MA",64,14.8,0.1,25.5,15.3,0,0.7,7.7,100,2020
"13122","Querência",5107065,"MT",17854,5297.4,22.4,10202.1,0,0,2273.5,81,99,2020
"13123","Quatipuru",1506112,"PA",326,82.2,0.1,158.6,1.6,0,24.9,58.7,100,2020
"13124","Pugmil",1718451,"TO",403,0,0,0,0,0,403.3,0,100,2020
"13125","Primavera do Leste",5107040,"MT",5473,0.7,0,17.1,0,0,5455.2,0,99,2020
"13126","Primavera de Rondônia",1101476,"RO",610,425.9,0.3,90,0,0,93.6,0.5,99,2020
"13127","Primavera",1506104,"PA",261,179.4,0.5,64.2,0.1,0,9.3,8,100,2020
"13128","Presidente Sarney",2109270,"MA",732,575.8,5,71.3,0.1,0,82.1,2.7,100,2020
"13129","Presidente Médici",1100254,"RO",1773,1611.1,0.8,134.8,0,0,17.6,9.5,100,2020
"13130","Presidente Médici",2109239,"MA",441,440.3,0,0.7,0,0,0,0,100,2020
"13131","Presidente Kennedy",1718402,"TO",774,342.3,0,101,0,0,330.7,0,100,2020
"13132","Presidente Juscelino",2109205,"MA",360,69.7,0.5,250,4.5,0,33.3,2.5,99,2020
"13133","Presidente Figueiredo",1303536,"AM",25568,796.6,9.4,17710.5,3638,0,1.1,3421.8,100,2020
"13134","Presidente Dutra",2109106,"MA",805,741.2,1.5,63.6,0,0,0.1,0.1,99,2020
"13135","Prainha",1506005,"PA",14785,2017.3,36.2,8196.4,55.8,0,2964.4,1551.1,99,2020
"13136","Praia Norte",1718303,"TO",291,233.7,0.4,18.5,0,0,29.5,9.3,100,2020
"13137","Pracuúba",1600550,"AP",4965,86.2,0.8,3278.1,355.6,0,1176,69.1,99,2020
"13138","Poxoréo",5107008,"MT",6922,1857.7,0.1,91.5,0,0,4972.8,0,100,2020
"13139","Porto Walter",1200393,"AC",6661,255.3,24.7,6269.4,133.3,0,3,0,100,2020
"13140","Porto Velho",1100205,"RO",34631,11075.1,457.2,22372.9,0,0,431.9,751.1,100,2020
"13141","Porto Rico do Maranhão",2109056,"MA",211,118,0,79.4,3.6,0,0.5,9.5,100,2020
"13142","Porto Nacional",1718204,"TO",4472,0,0,0,0,0,4441.5,31.6,100,2020
"13143","Porto Grande",1600535,"AP",4407,368.5,0.6,3181.8,197.5,0,639.8,19.4,100,2020
"13144","Porto Franco",2109007,"MA",1427,576.1,0.3,74.6,0,0,760.7,15.6,100,2020
"13145","Porto Estrela",5106851,"MT",2068,382.2,0,223.4,0,0,1462.4,0,100,2020
"13146","Porto Esperidião",5106828,"MT",5833,393.7,4.5,197.8,0,0,5241.5,0,100,2020
"13147","Porto dos Gaúchos",5106802,"MT",7048,3209.5,52.1,3767,0,0,48.5,23,100,2020
"13148","Porto de Moz",1505908,"PA",17427,1190,32.1,11146.6,501,0,3135.6,1453.8,99,2020
"13149","Porto Alegre do Tocantins",1718006,"TO",505,0,0,0,0,0,505.6,0,100,2020
"13150","Porto Alegre do Norte",5106778,"MT",3982,905.8,12.4,630.3,0,0,2445.9,0,100,2020
"13151","Porto Acre",1200807,"AC",2703,1396.1,24.1,1306.9,0,0,0,0,100,2020
"13152","Portel",1505809,"PA",25425,2620.2,190,21573,0,0,385.9,845.9,100,2020
"13153","Pontes e Lacerda",5106752,"MT",8639,3910.3,6.3,1405.9,0,0,3322.8,0,99,2020
"13154","Ponte Branca",5106703,"MT",687,0,0,1.2,0,0,685.8,0,100,2020
"13155","Ponte Alta do Tocantins",1717909,"TO",6534,0,0,0,0,0,6524.1,10.1,100,2020
"13156","Ponte Alta do Bom Jesus",1717800,"TO",1818,0,0,2.2,0,0,1815.8,0,100,2020
"13157","Pontal do Araguaia",5106653,"MT",2755,0,0,1.8,0,0,2742.9,10.3,100,2020
"13158","Ponta de Pedras",1505700,"PA",3378,52.3,0,581.8,26.9,0,2254.4,462.6,99,2020
"13159","Poconé",5106505,"MT",17283,81.6,0.2,881.9,64.6,0,15557.9,697,99,2020
"13160","Poção de Pedras",2108900,"MA",663,589.8,0,73,0,0,0.2,0,100,2020
"13161","Planalto da Serra",5106455,"MT",2452,552.2,0,44,0,0,1855.8,0,100,2020
"13162","Plácido de Castro",1200385,"AC",1988,1502.2,8.9,485.8,0,0,0,0,100,2020
"13163","Placas",1505650,"PA",7173,2473.7,85.8,4698.9,0.2,0,0.1,0.1,100,2020
"13164","Pium",1717503,"TO",10035,35.1,0,1668.2,0,0,8080.3,251.4,100,2020
"13165","Piraquê",1717206,"TO",1374,1105.1,0.4,196.1,0,0,72.8,0,100,2020
"13166","Pirapemas",2108801,"MA",698,289.4,1,408.6,0,0,0,0,100,2020
"13167","Pio XII",2108702,"MA",550,479,0,0,0,0,48,23.6,100,2020
"13168","Pinheiro",2108603,"MA",1482,883.9,4.1,74.8,3.1,0,414.3,105.9,100,2020
"13169","Pindorama do Tocantins",1717008,"TO",1567,0,0,0,0,0,1567.4,0,100,2020
"13170","Pindaré-Mirim",2108504,"MA",275,202.4,0,0,0,0,52.8,20,100,2020
"13171","Pimenteiras do Oeste",1101468,"RO",6065,1304.9,8.8,2307.9,0,0,2429.1,23.1,99,2020
"13172","Pimenta Bueno",1100189,"RO",6280,2520.8,17.6,2707.3,0,0,1046.7,5.2,100,2020
"13173","Piçarra",1505635,"PA",3322,2932.2,1.6,325.9,0,0,0,63.9,100,2020
"13174","Peritoró",2108454,"MA",836,257.5,0.4,578.5,0,0,0,0,100,2020
"13175","Peri Mirim",2108405,"MA",409,246.6,0.7,26.5,8.8,0,126.3,0.8,100,2020
"13176","Pequizeiro",1716653,"TO",1213,846.3,0,63.8,0,0,302.9,0,100,2020
"13177","Penalva",2108306,"MA",792,491.8,1.7,22.5,0.6,0,154.7,122.4,100,2020
"13178","Peixoto de Azevedo",5106422,"MT",14400,3741.3,64.7,9414.9,0,0,1172.8,71,99,2020
"13179","Peixe-Boi",1505601,"PA",454,364,0.2,69.2,0,0,17.1,3.7,100,2020
"13180","Peixe",1716604,"TO",5315,0,0,0,0,0,5316.3,0,100,2020
"13181","Pedro do Rosário",2108256,"MA",1770,1681.5,2.8,19,0.1,0,69.4,0,100,2020
"13182","Pedro Afonso",1716505,"TO",2021,32.5,1.5,19.4,0,0,1949.5,19.6,100,2020
"13183","Pedreiras",2108207,"MA",292,180.6,0,111.4,0,0,0,0,100,2020
"13184","Pedra Preta",5106372,"MT",4107,20.7,0,1.3,0,0,4085,0,99,2020
"13185","Pedra Branca do Amapari",1600154,"AP",9495,252.7,1,6038,3200.1,0,0,4.2,99,2020
"13186","Paulo Ramos",2108108,"MA",1063,1064,0,0,0,0,0,0,100,2020
