"","municipio","cod_municipio","uf","area_km2","desmatado","incremento","floresta","nuvem","nao_observado","nao_floresta","hidrografia","soma","ano"
"5429","São José do Povo",5107297,"MT",443,27.4,0,0,0,0,416.1,0,100,2010
"5430","São José de Ribamar",2111201,"MA",390,99.6,0.2,81.7,2.4,34.1,0,172.2,100,2010
"5431","São João do Paraíso",2111052,"MA",2070,254,0.5,20.2,0,1,1794.8,0,100,2010
"5432","São João do Carú",2111029,"MA",620,408.9,0.2,138.9,72.1,0.1,0,0,99,2010
"5433","São João do Araguaia",1507508,"PA",1288,906.2,4.8,191.7,0,0.3,73.7,116.1,99,2010
"5434","São João de Pirabas",1507474,"PA",703,199.4,1.3,268.6,140.5,0.2,12.9,81.4,99,2010
"5435","São João da Ponta",1507466,"PA",197,106.1,2.4,54.6,23.3,0,1.7,11.3,100,2010
"5436","São João da Baliza",1400506,"RR",4305,511.6,7.5,3652.9,134.6,0.1,0.4,5.4,99,2010
"5437","São João Batista",2111003,"MA",700,148.6,0,53.4,4,0,358.8,135.2,100,2010
"5438","São Geraldo do Araguaia",1507458,"PA",3181,2491.9,3.5,345.4,0,0.4,314.1,29.2,100,2010
"5439","São Gabriel da Cachoeira",1303809,"AM",112476,1195.4,10.2,83184.2,25762.1,362.3,489.7,1482.3,99,2010
"5440","São Francisco do Pará",1507409,"PA",480,416.4,0.9,46.7,15.5,0,1.3,0.1,100,2010
"5441","São Francisco do Guaporé",1101492,"RO",11095,2451,14.8,5476.3,0,0,3144.7,23,100,2010
"5442","São Francisco do Brejão",2110856,"MA",751,714.5,0.3,36.5,0,0,0,0,100,2010
"5443","São Félix do Xingu",1507300,"PA",84253,17004.3,353.7,59384.3,3125.9,11.5,3788,939,99,2010
"5444","São Félix do Tocantins",1720150,"TO",1923,0,0,0,0,0,1923.4,0,100,2010
"5445","São Félix do Araguaia",5107859,"MT",16851,4410.9,6.3,6197.9,0,0.6,6180.1,61.5,99,2010
"5446","São Félix de Balsas",2110807,"MA",2057,0,0,12.5,0,0,2044.5,0,100,2010
"5447","São Felipe D'Oeste",1101484,"RO",547,485.2,0.1,61.8,0,0,0,0,100,2010
"5448","São Domingos do Maranhão",2110708,"MA",1168,788.8,18.3,283.3,2.8,0.8,92.3,0,100,2010
"5449","São Domingos do Capim",1507201,"PA",1686,1331.2,1.2,54.6,248.8,0.3,15.2,35.9,100,2010
"5450","São Domingos do Azeitão",2110658,"MA",974,0,0,0,0,0,974.2,0,100,2010
"5451","São Domingos do Araguaia",1507151,"PA",1397,1282,5.5,114.5,0,0.5,0,0,100,2010
"5452","São Caetano de Odivelas",1507102,"PA",752,231.4,0.4,148.7,49.5,0.1,8.8,313.5,99,2010
"5453","São Bento do Tocantins",1720101,"TO",1112,349.5,0.4,76.4,0,1.4,684.7,0,100,2010
"5454","São Bento",2110500,"MA",465,362.8,0,1.6,0.3,0,99.8,0.5,99,2010
"5455","Santo Antônio dos Lopes",2110302,"MA",781,289.5,0,0,492.3,0,0,0,100,2010
"5456","Santo Antônio do Tauá",1507003,"PA",540,323.8,0.1,78.4,34,0.1,6.8,96.9,100,2010
"5457","Santo Antônio do Leverger",5107800,"MT",12262,1038.2,1.1,1102.3,0,0.3,10099.5,21.7,100,2010
"5458","Santo Antônio do Leste",5107792,"MT",3597,2,0,64.8,0,0,3530.2,0,100,2010
"5459","Santo Antônio do Içá",1303700,"AM",12737,134.3,0.9,10584.2,1404.2,72.6,90.4,451.3,99,2010
"5460","Santo Afonso",5107263,"MT",1172,955.1,2.9,212.5,0,0,4.4,0,99,2010
"5461","Santarém Novo",1506906,"PA",230,147.9,0.2,39.7,31.7,0,1.9,8.8,100,2010
"5462","Santarém",1506807,"PA",22890,4586.2,32.1,13315.9,433.9,2.7,663.5,3887.8,100,2010
"5463","Santana do Araguaia",1506708,"PA",11609,7067.4,40.2,3668,0,0.3,808.4,64.9,100,2010
"5464","Santana",1600600,"AP",1578,74.4,0.2,252.9,266.3,0.1,940,44.3,100,2010
"5465","Santa Terezinha do Tocantins",1720002,"TO",271,73.3,0,24.2,0,0.5,173,0,100,2010
"5466","Santa Terezinha",5107776,"MT",6459,2547.2,4.6,2620.8,0,0.1,1243.7,47.2,100,2010
"5467","Santa Tereza do Tocantins",1719004,"TO",543,0,0,0,0,0,543.7,0,100,2010
"5468","Santa Rosa do Tocantins",1718907,"TO",1804,0,0,0,0,0,1804.1,0,100,2010
"5469","Santa Rosa do Purus",1200435,"AC",6350,75.2,3.2,6203.5,5.7,30.6,0.1,34.9,99,2010
"5470","Santa Rita do Trivelato",5107768,"MT",4756,670.6,4.3,678.3,0,0,3407.1,0,100,2010
"5471","Santa Rita do Tocantins",1718899,"TO",3285,20.7,0,17,0,0.1,3247,0.2,100,2010
"5472","Santa Rita",2110203,"MA",718,243,8.7,282.4,2,0.2,168.6,21.8,100,2010
"5473","Santa Maria do Tocantins",1718881,"TO",1419,0,0,0,0,0,1410.6,9.3,100,2010
"5474","Santa Maria do Pará",1506609,"PA",460,414,0.2,7.8,38.1,0.1,0,0,100,2010
"5475","Santa Maria das Barreiras",1506583,"PA",10351,5793.8,47.8,1999.3,0,0,2508.9,49,99,2010
"5476","Santa Luzia do Paruá",2110039,"MA",908,863.8,0.2,12.3,1,0.4,30.5,0,99,2010
"5477","Santa Luzia do Pará",1506559,"PA",1367,1248.8,0.9,116.3,1.7,0.2,0,0,99,2010
"5478","Santa Luzia D'Oeste",1100296,"RO",1207,974.4,0.6,214.8,17.8,0,0,0,100,2010
"5479","Santa Luzia",2110005,"MA",6245,5703.9,7.5,539.2,1.2,0.7,0,0,100,2010
"5480","Santa Isabel do Rio Negro",1303601,"AM",64130,213.1,5.8,35257.5,27010.8,69.5,950.8,628.3,100,2010
"5481","Santa Isabel do Pará",1506500,"PA",720,532.6,0.3,27.1,135.3,0.1,4.1,20.8,99,2010
"5482","Santa Inês",2109908,"MA",778,766.3,0,0,0,0,8.6,3.5,100,2010
"5483","Santa Helena",2109809,"MA",2335,1410.9,3.4,139,47.8,0.1,629.3,107.9,99,2010
"5484","Santa Filomena do Maranhão",2109759,"MA",408,55.8,0.4,12.9,0,0,339.3,0,100,2010
"5485","Santa Fé do Araguaia",1718865,"TO",1683,1264.5,1.2,359.1,0,0.1,0,59.3,100,2010
"5486","Santa Cruz do Xingu",5107743,"MT",5627,1349.5,4.9,2590.5,0,0,1621.6,65.4,100,2010
"5487","Santa Cruz do Arari",1506401,"PA",1078,0,0,5.6,0.1,0,1044.1,28.2,100,2010
"5488","Santa Carmem",5107248,"MT",3836,1453.7,11.1,2382.3,0,0,0,0,100,2010
"5489","Santa Bárbara do Pará",1506351,"PA",279,159.3,0.4,81.2,18.9,0,0,19.6,100,2010
"5490","Sandolândia",1718840,"TO",3536,4.1,0,74.6,0,1.6,3440.9,14.8,100,2010
"5491","Sampaio",1718808,"TO",223,75.3,0,11.3,0,0.4,123.4,12.6,100,2010
"5492","Sambaíba",2109700,"MA",2509,0,0,31.9,0,0,2477.1,0,100,2010
"5493","Salvaterra",1506302,"PA",1048,111.3,5.1,202.3,1.3,0.1,433.3,299.7,100,2010
"5494","Salto do Céu",5107750,"MT",1776,1345.5,3.1,378.7,0,0,51.7,0.1,100,2010
"5495","Salinópolis",1506203,"PA",219,29,2.1,109.8,48.8,0,10.5,20.9,99,2010
"5496","Rurópolis",1506195,"PA",7025,1762.5,32.3,4490.2,723.4,1.1,0,47.8,100,2010
"5497","Rosário Oeste",5107701,"MT",7493,65.4,0,23.6,0,0,7395,9,99,2010
"5498","Rosário",2109601,"MA",695,88.7,3.4,511,0.7,0.2,0,94.4,100,2010
"5499","Rorainópolis",1400472,"RR",33847,1083.1,16.1,19530,5014.5,5.7,7642.4,571.3,100,2010
"5500","Rondonópolis",5107602,"MT",4168,826.8,0.7,269.9,0,0,3065.7,5.6,100,2010
"5501","Rondon do Pará",1506187,"PA",8286,5414.9,53.3,2864.1,5.6,1.4,0,0,100,2010
"5502","Rondolândia",5107578,"MT",12743,1880.4,8.4,10761.4,23.3,1.3,52.2,24.4,100,2010
"5503","Rolim de Moura",1100288,"RO",1471,1320.2,0.2,139.9,10.9,0,0,0,100,2010
"5504","Rodrigues Alves",1200427,"AC",3246,479.6,11.7,2451.8,259.1,54.8,0.7,0,100,2010
"5505","Rio Sono",1718758,"TO",6394,0,0,0.3,0,1.6,6392.1,0,100,2010
"5506","Rio Preto da Eva",1303569,"AM",5838,564.8,3.9,3982.7,1278.8,1.4,0,10.3,99,2010
"5507","Rio Maria",1506161,"PA",4122,3370.9,4,609.9,4.5,0.6,128.6,7.5,100,2010
"5508","Rio dos Bois",1718709,"TO",848,17.8,0,0.2,0,0,828.1,1.9,99,2010
"5509","Rio da Conceição",1718659,"TO",793,0,0,0,0,7.4,785.9,0,100,2010
"5510","Rio Crespo",1100262,"RO",1741,1060.5,2.3,657.2,0,0,23.3,0,100,2010
"5511","Rio Branco",1200401,"AC",9113,2522.7,21,6584.8,5.3,0.1,0,0.1,100,2010
"5512","Rio Branco",5107206,"MT",529,445.9,0,10.5,0,0.4,72.2,0,100,2010
"5513","Ribeirãozinho",5107198,"MT",623,0,0,2.2,0,2.1,618.7,0,100,2010
"5514","Ribeirão Cascalheira",5107180,"MT",11364,1619.6,5.8,1789.3,0,0.2,7938.9,16,100,2010
"5515","Ribamar Fiquene",2109551,"MA",755,435,0.8,59.7,0,0.1,244.7,15.5,100,2010
"5516","Riachinho",1718550,"TO",520,442.4,0.3,58.2,0,0.6,18.8,0,100,2010
"5517","Riachão",2109502,"MA",6422,0,0,0,0,0,6422.7,0,100,2010
"5518","Reserva do Cabaçal",5107156,"MT",1342,307.7,0.8,324.4,0,0,709.9,0,100,2010
"5519","Redenção",1506138,"PA",3830,2656.8,1.1,468,0,0.2,705,0,100,2010
"5520","Recursolândia",1718501,"TO",2230,37.7,0,90,0,1.4,2100.9,0,100,2010
"5521","Raposa",2109452,"MA",64,14.5,0,36.4,4.6,0.1,0.7,7.7,100,2010
"5522","Querência",5107065,"MT",17854,5047.2,22.3,10451.5,0,0.8,2273.5,81,99,2010
"5523","Quatipuru",1506112,"PA",326,80.2,0.4,127.5,34.7,0,24.9,58.7,100,2010
"5524","Pugmil",1718451,"TO",403,0,0,0,0,0,403.3,0,100,2010
"5525","Primavera do Leste",5107040,"MT",5473,0.7,0,17.1,0,0,5455.2,0,99,2010
"5526","Primavera de Rondônia",1101476,"RO",610,421.8,0.1,94.1,0,0,93.6,0.5,100,2010
"5527","Primavera",1506104,"PA",261,177.1,0.3,43.2,23.3,0.1,9.3,8,99,2010
"5528","Presidente Sarney",2109270,"MA",732,563.5,0.5,54.5,29.1,0.1,82.1,2.7,100,2010
"5529","Presidente Médici",1100254,"RO",1773,1605.3,0.1,140.5,0.1,0,17.6,9.5,100,2010
"5530","Presidente Médici",2109239,"MA",441,440.1,0,0,0.7,0.3,0,0,100,2010
"5531","Presidente Kennedy",1718402,"TO",774,340,0,102.7,0,0.6,330.7,0,100,2010
"5532","Presidente Juscelino",2109205,"MA",360,59,4.1,262.5,0,2.7,33.3,2.5,100,2010
"5533","Presidente Figueiredo",1303536,"AM",25568,718.1,9.3,15625.3,5796.7,5,1.1,3421.8,99,2010
"5534","Presidente Dutra",2109106,"MA",805,725.4,2.5,79.3,0,0.1,0.1,0.1,99,2010
"5535","Prainha",1506005,"PA",14785,1626.7,68.1,7398.1,1239.2,5.5,2964.4,1551.1,100,2010
"5536","Praia Norte",1718303,"TO",291,222.9,0.9,29.2,0,0.1,29.5,9.3,100,2010
"5537","Pracuúba",1600550,"AP",4965,78.2,3.9,2460.3,1179,2.4,1176,69.1,100,2010
"5538","Poxoréo",5107008,"MT",6922,1854.4,0.3,94.8,0,0,4972.8,0,100,2010
"5539","Porto Walter",1200393,"AC",6661,178.2,14.2,6478,0.2,1.6,3,0,100,2010
"5540","Porto Velho",1100205,"RO",34631,7797,135,25574.8,48.8,27.4,431.9,751.1,100,2010
"5541","Porto Rico do Maranhão",2109056,"MA",211,118,0,31.7,51.3,0,0.5,9.5,99,2010
"5542","Porto Nacional",1718204,"TO",4472,0,0,0,0,0,4441.5,31.6,100,2010
"5543","Porto Grande",1600535,"AP",4407,350.3,1.7,2073.1,1305.9,18.5,639.8,19.4,100,2010
"5544","Porto Franco",2109007,"MA",1427,562.2,0.8,88.2,0,0.3,760.7,15.6,100,2010
"5545","Porto Estrela",5106851,"MT",2068,380.5,0.1,225.1,0,0,1462.4,0,100,2010
"5546","Porto Esperidião",5106828,"MT",5833,375.4,5.6,207.2,0,8.9,5241.5,0,100,2010
"5547","Porto dos Gaúchos",5106802,"MT",7048,2980.8,21.5,3968.1,27.5,0.1,48.5,23,100,2010
"5548","Porto de Moz",1505908,"PA",17427,945.3,31.3,5835.3,6054.9,2.1,3135.6,1453.8,99,2010
"5549","Porto Alegre do Tocantins",1718006,"TO",505,0,0,0,0,0,505.6,0,100,2010
"5550","Porto Alegre do Norte",5106778,"MT",3982,874.4,2.8,661.7,0,0,2445.9,0,100,2010
"5551","Porto Acre",1200807,"AC",2703,1250.1,12.2,1450.1,0,2.8,0,0,100,2010
"5552","Portel",1505809,"PA",25425,1463.7,56.2,10819.6,11908.7,1.2,385.9,845.9,100,2010
"5553","Pontes e Lacerda",5106752,"MT",8639,3872.6,3.6,1440.6,0,3,3322.8,0,100,2010
"5554","Ponte Branca",5106703,"MT",687,0,0,0,0,1.8,685.8,0,100,2010
"5555","Ponte Alta do Tocantins",1717909,"TO",6534,0,0,0,0,0,6524.1,10.1,100,2010
"5556","Ponte Alta do Bom Jesus",1717800,"TO",1818,0,0,0,0,3.2,1815.8,0,100,2010
"5557","Pontal do Araguaia",5106653,"MT",2755,0,0,1.1,0,0.7,2742.9,10.3,100,2010
"5558","Ponta de Pedras",1505700,"PA",3378,52.1,0.1,608.6,0.3,0,2254.4,462.6,100,2010
"5559","Poconé",5106505,"MT",17283,78.8,0.3,793.8,113.4,42.1,15557.9,697,99,2010
"5560","Poção de Pedras",2108900,"MA",663,589.8,0,0,73.6,0,0.2,0,100,2010
"5561","Planalto da Serra",5106455,"MT",2452,551.6,0,44.4,0,0.2,1855.8,0,100,2010
"5562","Plácido de Castro",1200385,"AC",1988,1427.1,5.9,556.5,0,4.4,0,0,100,2010
"5563","Placas",1505650,"PA",7173,1747.2,56.3,5044.2,380.2,1.2,0.1,0.1,99,2010
"5564","Pium",1717503,"TO",10035,34.6,0.1,1667.8,0,0.9,8080.3,251.4,100,2010
"5565","Piraquê",1717206,"TO",1374,1096.6,1.2,204.4,0,0.2,72.8,0,100,2010
"5566","Pirapemas",2108801,"MA",698,285,0,1.5,411,0.5,0,0,99,2010
"5567","Pio XII",2108702,"MA",550,479,0,0,0,0,48,23.6,100,2010
"5568","Pinheiro",2108603,"MA",1482,872.7,0.5,53.1,35.9,0.1,414.3,105.9,100,2010
"5569","Pindorama do Tocantins",1717008,"TO",1567,0,0,0,0,0,1567.4,0,100,2010
"5570","Pindaré-Mirim",2108504,"MA",275,202.4,0,0,0,0.1,52.8,20,100,2010
"5571","Pimenteiras do Oeste",1101468,"RO",6065,1256.7,6,2318,0,38.1,2429.1,23.1,99,2010
"5572","Pimenta Bueno",1100189,"RO",6280,2375.9,4.1,2852.2,0,0,1046.7,5.2,100,2010
"5573","Piçarra",1505635,"PA",3322,2900.7,12.2,356.9,0,0.5,0,63.9,99,2010
"5574","Peritoró",2108454,"MA",836,253.4,0,59.9,522.7,0,0,0,100,2010
"5575","Peri Mirim",2108405,"MA",409,245.6,0,20.5,15.8,0,126.3,0.8,100,2010
"5576","Pequizeiro",1716653,"TO",1213,844.2,0.4,65.9,0,0,302.9,0,100,2010
"5577","Penalva",2108306,"MA",792,484.5,0.1,19.2,11.1,0.1,154.7,122.4,99,2010
"5578","Peixoto de Azevedo",5106422,"MT",14400,3311,22.8,9842.4,0,2.8,1172.8,71,99,2010
"5579","Peixe-Boi",1505601,"PA",454,358.2,0.5,42.6,32.3,0.1,17.1,3.7,99,2010
"5580","Peixe",1716604,"TO",5315,0,0,0,0,0,5316.3,0,100,2010
"5581","Pedro do Rosário",2108256,"MA",1770,1673.4,0.2,17.3,9.8,0.1,69.4,0,100,2010
"5582","Pedro Afonso",1716505,"TO",2021,20.8,0.2,31,0,0.1,1949.5,19.6,99,2010
"5583","Pedreiras",2108207,"MA",292,180.4,0,0.2,111.4,0,0,0,100,2010
"5584","Pedra Preta",5106372,"MT",4107,20.7,0.1,1.3,0,0,4085,0,99,2010
"5585","Pedra Branca do Amapari",1600154,"AP",9495,229.6,1.7,6164.7,3064.2,32.3,0,4.2,100,2010
"5586","Paulo Ramos",2108108,"MA",1063,1064,0,0,0,0,0,0,100,2010
"5587","Pauini",1303502,"AM",42877,219.3,5.6,42331.1,38.5,2.6,23.7,261.8,100,2010
"5588","Pau D'Arco",1505551,"PA",1674,930.6,1.1,330.5,0.9,0.3,411.7,0,99,2010
"5589","Pau D'Arco",1716307,"TO",1381,1129.9,0.4,133.9,0,0,83.7,33.5,100,2010
"5590","Pastos Bons",2108009,"MA",1660,0,0,3.8,0,211.4,1444.8,0,100,2010
"5591","Parintins",1303403,"AM",5958,962.1,7.2,1579.9,1.1,0.5,1133.2,2281.2,100,2010
"5592","Parecis",1101450,"RO",2568,1126.4,2.9,958.2,0,0,483,0.4,100,2010
"5593","Parauapebas",1505536,"PA",6968,1302.7,4.2,5568.9,8.6,0.4,85.6,1.8,100,2010
"5594","Paranatinga",5106307,"MT",24181,2554.7,20.2,4964.8,0,5.6,16647.8,8.1,99,2010
"5595","Paranaíta",5106299,"MT",4800,2220.5,9.8,2377.6,112,1.6,31.4,56.9,99,2010
"5596","Paranã",1716208,"TO",11321,0,0,0,0,12.5,11311.5,0,100,2010
"5597","Paraíso do Tocantins",1716109,"TO",1274,0,0,0,0,0.4,1273.8,0,100,2010
"5598","Paragominas",1505502,"PA",19465,8605,68.3,10036.8,776,4.1,7.1,36,100,2010
"5599","Palmeirópolis",1715754,"TO",1710,0,0,0,0,7.3,1705,0,100,2010
"5600","Palmeiras do Tocantins",1713809,"TO",751,58.2,0.1,22.4,0,0.1,669.1,1.2,99,2010
"5601","Palmeirante",1715705,"TO",2654,103.6,0,13.2,0,0,2523.5,13.7,100,2010
"5602","Palmeirândia",2107605,"MA",532,440.4,0.1,5.9,5.4,0,58,22.3,100,2010
"5603","Palmas",1721000,"TO",2227,0,0,0,0,0,2205,22.6,100,2010
"5604","Palestina do Pará",1505494,"PA",985,816,4.3,142.9,0,0.2,0.3,25.6,100,2010
"5605","Paço do Lumiar",2107506,"MA",134,72.8,0.3,42.3,10.3,0,0,8.6,100,2010
"5606","Pacaraima",1400456,"RR",8083,75.2,6.5,1320.6,282.2,125.8,6264.1,15.1,100,2010
"5607","Pacajá",1505486,"PA",11851,4974.8,275.4,5938.3,934.3,3.6,0,0,100,2010
"5608","Ouro Preto do Oeste",1100155,"RO",1990,1742.7,0,229.9,0,0.3,15.9,1.2,99,2010
"5609","Ourilândia do Norte",1505437,"PA",14357,1666.6,3.3,9446.9,69.7,0.8,3169.4,3.6,100,2010
"5610","Ourém",1505403,"PA",565,496.7,0.2,22.2,44.3,0.1,1.4,0.3,100,2010
"5611","Oriximiná",1505304,"PA",107782,1481.1,37.8,82658.1,18153.2,84.4,3636.6,1768.6,99,2010
"5612","Oliveira de Fátima",1715507,"TO",207,0,0,0,0,0,207.3,0,100,2010
"5613","Olinda Nova do Maranhão",2107456,"MA",200,184.3,0,0.1,0,0,1.4,14.2,100,2010
"5614","Olho d'Água das Cunhãs",2107407,"MA",704,704.6,0,0,0,0,0,0,100,2010
"5615","Oiapoque",1600501,"AP",22642,199.5,4.9,8796.4,9422.7,196.3,3899.9,127.2,100,2010
"5616","Oeiras do Pará",1505205,"PA",3863,753.5,56.9,2436.6,1,0.2,377.7,294,100,2010
"5617","Óbidos",1505106,"PA",28031,1814.4,44.8,17699.5,2567.8,2.3,4595.5,1351.5,99,2010
"5618","Novo São Joaquim",5106281,"MT",5022,1.1,0,117.9,0,0.5,4900.3,2.2,100,2010
"5619","Novo Santo Antônio",5106315,"MT",4375,198.9,2.4,486.9,0,0.2,3593.3,95.7,100,2010
"5620","Novo Repartimento",1505064,"PA",15432,7002,224,7256.8,0.5,3.6,1,1168.1,99,2010
"5621","Novo Progresso",1505031,"PA",38183,5318,50.7,29012.4,306.7,13.9,3457.3,74.7,100,2010
"5622","Novo Mundo",5106265,"MT",5803,2475.1,13.2,2773.2,0,0.3,536.1,18.3,100,2010
"5623","Novo Jardim",1715259,"TO",1321,0,0,0,0,3.7,1318,0,100,2010
"5624","Novo Horizonte do Oeste",1100502,"RO",852,742.8,0.3,96.1,8.5,0,4.6,0,100,2010
"5625","Novo Horizonte do Norte",5106273,"MT",909,703.3,0.1,198.3,0.1,0,0,7.3,100,2010
"5626","Novo Aripuanã",1303304,"AM",41452,897.1,20.6,35886.9,2276.7,28.5,1620.2,742.6,99,2010
"5627","Novo Alegre",1715150,"TO",201,0,0,0,0,45.1,157.1,0,100,2010
"5628","Novo Airão",1303205,"AM",38114,116.8,2.6,20333.9,16091.4,1.3,211.9,1358.7,100,2010
"5629","Novo Acordo",1715101,"TO",2686,0,0,0,0,0,2686.9,0,100,2010
"5630","Nova Xavantina",5106257,"MT",5527,787.3,4.7,270.2,0,0,4443.3,26.2,99,2010
"5631","Nova União",1101435,"RO",815,695.6,0.3,115.3,0,0.1,4,0,100,2010
"5632","Nova Ubiratã",5106240,"MT",12694,4221.3,22.8,5679.6,0,0.1,2792.5,0.5,99,2010
"5633","Nova Timboteua",1505007,"PA",492,376.6,0.2,41.1,50.8,0,19.5,4,99,2010
"5634","Nova Santa Helena",5106190,"MT",2346,1324.3,1.2,1020.5,0,0.1,1.1,0,100,2010
"5635","Nova Rosalândia",1715002,"TO",518,0,0,0,0,0.1,518.4,0,100,2010
"5636","Nova Olinda do Norte",1303106,"AM",5625,415.6,2.5,2658,1838.5,0.9,281,431,99,2010
"5637","Nova Olinda do Maranhão",2107357,"MA",2479,1173.3,3.4,1004.8,300,0.9,0,0,100,2010
"5638","Nova Olinda",1714880,"TO",1573,798.9,0.1,14.4,0,0.7,759,0,100,2010
"5639","Nova Olímpia",5106232,"MT",1554,995.1,0.5,242.2,0,0,316.7,0,100,2010
"5640","Nova Nazaré",5106174,"MT",4042,200.3,0.3,1064.3,0,0.8,2769.7,6.9,100,2010
"5641","Nova Mutum",5106224,"MT",9546,2845.5,12.4,3320.3,0,0.6,3372.4,7.2,100,2010
"5642","Nova Monte Verde",5108956,"MT",5277,2351.3,2.7,2724.4,181.7,0,12.9,6.7,99,2010
"5643","Nova Maringá",5108907,"MT",11528,3062.4,5.8,6934.7,836.3,0.9,685.5,8.2,100,2010
"5644","Nova Marilândia",5108857,"MT",1942,965.1,2.8,412.9,0,0.2,563.8,0,100,2010
"5645","Nova Mamoré",1100338,"RO",10241,2840.6,60.8,5994.8,0,4.2,1358.1,43.3,100,2010
"5646","Nova Lacerda",5106182,"MT",4744,1776.6,6.9,1468.1,0,0,1499.3,0,100,2010
"5647","Nova Ipixuna",1504976,"PA",1569,1136.3,7.6,195.4,20.3,0.6,122.6,93.8,99,2010
"5648","Nova Iorque",2107308,"MA",992,0,0,483.4,0,0,508.6,0,100,2010
"5649","Nova Guarita",5108808,"MT",1087,923.9,0.4,162.5,0,0,0,0.6,100,2010
"5650","Nova Esperança do Piriá",1504950,"PA",2829,1494.3,10.3,959.2,374.6,0.9,0,0,99,2010
"5651","Nova Colinas",2107258,"MA",748,0,0,0,0,0,748.8,0,100,2010
"5652","Nova Canaã do Norte",5106216,"MT",5975,2975.3,3.5,1903.2,0,0,1059.4,37.1,100,2010
"5653","Nova Brasilândia D'Oeste",1100148,"RO",1167,893.1,1.4,208.8,0,0,65.1,0,100,2010
"5654","Nova Brasilândia",5106208,"MT",3268,1165.9,0,192.5,0,0,1881.9,27.7,100,2010
"5655","Nova Bandeirantes",5106158,"MT",9558,3031.5,17.5,5335.7,967.8,1.1,91,130.9,100,2010
"5656","Nossa Senhora do Livramento",5106109,"MT",5200,109.2,0.1,79.6,0,3.8,5005.1,2.3,99,2010
"5657","Nortelândia",5106000,"MT",1353,917.7,1.1,284.9,0,0,150.4,0,100,2010
"5658","Normandia",1400407,"RR",7003,19.5,0,425.9,76,7.1,6451.9,22.6,99,2010
"5659","Nobres",5105903,"MT",3765,333.9,0.8,251.4,0,0,3179.7,0,100,2010
"5660","Nhamundá",1303007,"AM",14132,474.2,13.7,11686.1,517.7,1.7,344.4,1107.9,100,2010
"5661","Nazaré",1714302,"TO",398,282.5,0.3,32.4,0,0,83.1,0,100,2010
"5662","Natividade",1714203,"TO",3260,0,0,0,0,0,3260.4,0,100,2010
"5663","Muricilândia",1713957,"TO",1193,953.5,1.2,213.3,0,0,0,26.2,100,2010
"5664","Mucajaí",1400308,"RR",12878,1689.7,60.7,4349.6,6601.6,2.2,196.3,38.6,100,2010
"5665","Muaná",1504901,"PA",3776,100.4,1.8,1828.5,0.1,0,1361.3,485.7,99,2010
"5666","Montes Altos",2107001,"MA",1499,177.9,0.8,63.1,0,0,1258,0,100,2010
"5667","Monte Santo do Tocantins",1713700,"TO",1096,0.7,0,10.7,0,0.6,1084,0,100,2010
"5668","Monte Negro",1101401,"RO",1955,1357.7,5.1,552.6,0,0,44.7,0,100,2010
"5669","Monte do Carmo",1713601,"TO",3635,0,0,0.3,0,0,3633.6,1.1,100,2010
"5670","Monte Alegre",1504802,"PA",19516,4156.8,25.6,7139.1,5278.4,2.6,1799.4,1139.7,100,2010
"5671","Monção",2106904,"MA",1362,961.9,1.6,60,25.1,0.4,189,125.6,100,2010
"5672","Moju",1504703,"PA",9129,4147.5,115.9,4525.4,208,2.1,190.4,55.6,100,2010
"5673","Mocajuba",1504604,"PA",872,491.5,1.9,137.4,0,0,168.2,74.9,100,2010
"5674","Mirinzal",2106805,"MA",696,681.2,0,4.6,9.9,0,0,0.3,99,2010
"5675","Mirassol d'Oeste",5105622,"MT",1077,937,1.6,106,0,0.2,33.8,0,100,2010
"5676","Mirante da Serra",1101302,"RO",1205,631.1,0.3,359.6,0,0,214.3,0,99,2010
"5677","Miranorte",1713304,"TO",1036,318.2,0,9.3,0,0,708.5,0,100,2010
"5678","Miranda do Norte",2106755,"MA",357,250.6,3.2,61.1,32.2,0.1,12.8,0.2,100,2010
"5679","Mirador",2106706,"MA",8716,0,0,0,0,0.1,8716.3,0,100,2010
"5680","Miracema do Tocantins",1713205,"TO",2663,0,0,0,0,0,2650.6,13,100,2010
"5681","Ministro Andreazza",1101203,"RO",804,710.3,0.2,93.7,0,0,0,0,100,2010
"5682","Melgaço",1504505,"PA",6781,155.5,0.9,1932.7,3999.7,0.4,166.3,526.4,99,2010
"5683","Medicilândia",1504455,"PA",8272,1944.7,47,5749.5,574.9,2.1,0,0.8,100,2010
"5684","Mazagão",1600402,"AP",13140,109.7,1.2,6290.3,5146.2,3.3,1347.5,243,99,2010
"5685","Maurilândia do Tocantins",1712801,"TO",741,143.5,0.1,63.2,0,0,522.8,11.5,99,2010
"5686","Maués",1302900,"AM",40090,1302.5,14.3,36560.7,56.5,3.1,872.3,1294.9,100,2010
"5687","Matupá",5105606,"MT",5151,1889.2,9.5,3043.1,0,0,218.7,0,100,2010
"5688","Matões do Norte",2106631,"MA",793,421.8,2.5,18.2,347.4,0.2,4.6,0.8,100,2010
"5689","Matinha",2106508,"MA",414,289.9,0.1,2,0.4,0,49.2,72.5,99,2010
"5690","Mateiros",1712702,"TO",9665,0,0,0.2,0,261.5,9403.3,0,100,2010
"5691","Marituba",1504422,"PA",103,65.9,0,2.5,27.4,0,0,7.2,99,2010
